PCA_komponen_1,PCA_komponen_2,label
10.769620859458431,-1.48571874488125,0
20.334700632891515,15.091020578289625,0
-25.186599718336733,-5.204463350233417,0
65.05065134111709,-22.330142206643227,0
-15.573480861637194,-7.59934357624767,0
-23.682296272786058,1.4456408535528649,0
-11.612442753215653,-10.16657062892751,0
2.1791464100942775,-2.4176662500351136,0
-12.152741050593681,-11.786843442300741,0
-8.186085487060645,27.170154587194208,0
13.5587013521131,25.33884437563627,0
4.393849915572069,-8.024802867547551,0
-25.462652963837836,-1.310757151270426,0
1.7431085330290903,-0.7711217085711437,0
-9.181226397413058,1.8440095129208989,0
55.21481451805705,-18.30589410033859,0
-16.941466709105878,11.653449505998214,0
26.035404616994253,9.85336293837116,0
4.047900847964826,-22.259744887029335,0
-23.478617446632043,4.596096639821579,0
-2.837365199617259,7.037325987847377,0
27.234485781429544,-5.946454420075917,0
-15.573349040650239,3.8792083384162233,0
-27.38282537479913,0.737709655413135,0
-0.3580850915309966,10.079194502114811,0
-26.736717550759714,-7.334539674607267,0
-14.42581615429111,17.294623492459827,0
6.322393804397647,-0.7597440885330162,0
-14.795745235860464,16.251862134294793,0
6.327152674328624,-0.03289082761843351,0
66.48912458341903,-13.292169664042206,0
-21.35551574172729,-5.582591985349777,0
-11.971289135557557,-11.209240193012674,0
18.05337548182789,0.41981938778069533,0
-15.091886675731269,-3.7914124710288504,0
-29.238963682844215,14.543097623385197,0
-6.4331731149204625,-4.4687517224259405,0
-29.67816568053007,5.570386247701143,0
7.656816349448183,-2.4029929789814823,0
-17.054668460000286,16.07420058133512,0
-1.3795518829363953,-19.72476757404329,0
-22.26982010040559,-6.40509169947384,0
-7.928883522829273,-9.700836759983837,0
6.890039495587611,-5.476544865254507,0
18.557790601375988,-13.082381287428845,0
-11.772987474414283,0.8531497548502787,0
-12.56410184129937,-11.551346127823592,0
-19.57679107509314,-2.397694666667184,0
22.38768017987034,-8.322418846045219,0
-13.537814403140422,-13.151499316014851,0
30.263328972028855,-4.832933413333479,0
-27.073352375449385,13.054251108373133,0
-7.500850930044525,7.504094492170726,0
721.6700727928427,22.13029214393102,0
44.64501287408228,-3.029068411907094,0
45.977570071760354,30.293104898989725,0
10.713299194343403,-21.771441940222093,0
-13.739080275323417,13.698620436052547,0
-16.783236936413623,8.01362187185442,0
-24.444643074189766,-0.9657254269248036,0
-8.776698020603245,-0.936463321044568,0
-3.201567637591912,3.2764797008280837,0
-8.028454151881489,24.533768353666883,0
-11.731846574874728,-1.592551169136089,0
21.509154218556063,19.147441064999217,0
-1.2388522200280523,-6.015079665727085,0
-9.529706451814661,-13.859072041785343,0
1.1031697290027476,-11.542317824432931,0
14.49530364588718,-13.159973574681421,0
-25.214637842732095,-1.8037836547249746,0
-21.23458027691901,-9.230039390860735,0
-6.155562992233261,-0.7364937217529501,0
-3.997452038698185,9.037874486990507,0
11.543256700643628,-14.158205546430732,0
-18.964973247783472,7.848589301880047,0
-18.65788454801465,-11.017311307191365,0
-0.30882703397727607,-6.967397300947587,0
-21.79105948846935,11.09784699585589,0
44.16891271719968,-15.272593950402603,0
-17.196093768797592,-15.447294510735489,0
79.50239872809496,-18.574826537653152,0
-1.5060484192201549,-6.422574265309355,0
-25.922224578283227,-5.866141706855069,0
47.48770731934354,-4.451274342409235,0
-14.73584709978388,-21.223131379115102,0
-16.40279672280187,-9.672036460409467,0
17.999597967125602,10.283635342385047,0
10.460554391197675,-9.011189448814822,0
17.637156471416237,1.8848982733666422,0
-26.54067792555967,-7.730731634375296,0
-18.987006455371773,-11.959417087763997,0
-16.665191009075055,21.915718013392834,0
30.114371670592753,7.752820544508875,0
-6.604295215837705,9.392093238251435,0
8.121698476665612,-6.261624288937394,0
-2.6088918683887825,-8.137712268438202,0
-18.366615818772807,-17.202771579262986,0
47.67639075299535,-11.13127029169002,0
-12.705705425729942,32.95944673388357,0
30.22484102556373,-23.604921306737577,0
-22.45939562165722,-0.02521021431712335,1
-6.117549583608267,-6.250432555518997,1
-9.935677788889697,-4.695005552939547,1
0.8399041331753749,-2.5990201876529477,1
-28.16142953179764,3.583447780293497,1
-11.705401576590612,-13.337332672328179,1
28.833114749207336,-4.463557411005374,1
5.258982424464126,16.882373572364184,1
-22.403279117873094,-9.349979606979684,1
-32.381709359687854,11.672858325378538,1
-21.1934131061715,4.488578572699568,1
-19.13751206182364,2.804255765818869,1
-23.91546573647579,-3.0898722126278315,1
-16.56393233298331,24.648222651950423,1
-20.98315088175826,4.905795160960907,1
68.19942632263326,-12.16626172156163,1
23.675679358115293,0.6298365497359171,1
-26.776549570620894,8.016974538507572,1
-4.978962882201539,4.6312710821802945,1
-17.615097557865873,11.120732733069705,1
-25.4736079892894,7.327051331421947,1
-17.754098464643917,4.043259521113821,1
-19.390043552930052,-7.221084970322892,1
-25.30630263463856,-11.988085369216261,1
-22.191108416466832,-3.75361918512015,1
-29.76319435892505,4.741858936038328,1
-5.854934300955208,6.047797591122453,1
-23.56484668154834,-6.645208468698493,1
-28.503226942178607,-3.6884092839657967,1
-30.090327731313035,13.78015565252426,1
3.3001667040938005,-7.229447027009453,1
-25.358034017711784,6.416854614582112,1
-12.787602686024083,-0.04387652787063316,1
-13.549575250411271,34.82534072119808,1
-13.601681073135891,-23.70364242627406,1
-18.940997224018833,7.74122578580897,1
-17.03121708147577,14.644086772352386,1
-16.207409363077215,1.213766595425891,1
-25.242293164973443,7.435965387379268,1
47.051844989622765,3.8146576604194298,1
-6.2791014196095025,-8.728507875346299,1
-23.222833280874468,-11.048261311887769,1
-20.753665252840175,6.821296092184822,1
-26.70549057847194,9.70897114678033,1
-24.70363094672655,1.2884430332771148,1
4.948700724554147,8.547046991443107,1
-9.475426993771851,-6.609584129012019,1
-12.824681100392834,-5.1537766989878655,1
-21.26597736496204,-5.5080015291928675,1
-24.61486769922405,-3.6658117974491984,1
-1.6251342512271947,-13.086514603695841,1
-27.35758188988422,6.764514565116359,1
-18.421419263925202,3.5904993721532943,1
4.857973286335165,6.402994644472279,1
-19.207281000610095,3.317310701546167,1
-10.754180852960001,27.654392141419184,1
-24.1369675040368,-1.618234965650133,1
3.766449031160766,30.741604561314098,1
-8.802640807528686,13.824183587946987,1
-11.853452028202975,10.240380749311848,1
10.472915106967049,-11.020522914265154,1
-22.209778861158757,-6.286984774436848,1
-29.0481563965656,6.900118011704566,1
-27.362363323377622,5.227817944488687,1
-4.651178568361593,-13.19312440666254,1
-21.64282874112497,-22.199111242830057,1
-26.170375711217623,-10.648402633146656,1
-8.494085905863685,6.3569805671485335,1
-24.187778675746273,12.975882882923335,1
-17.626141062758375,-4.873062673830006,1
-27.363296365948422,-9.713912270925483,1
99.07022983494949,9.811413882631593,1
-22.29673655407201,7.303003706494731,1
-21.432291466439676,12.64281957029548,1
-15.546470048255484,-5.021912278347365,1
-11.149649147564748,19.149859919923564,1
-17.41751623862012,25.31823424322254,1
-28.24028630527052,-2.581711163373781,1
-14.904439401496328,9.35866156961719,1
9.784602773169185,13.77316415172035,1
-26.770160487441274,7.230261726311745,1
-23.186722003734268,0.2625690637083877,1
-23.54367229538684,0.42281665031876586,1
47.168305605436785,-14.887415759404572,1
180.82103137244096,-20.18583287114708,1
182.13720535193423,-5.272371106177171,1
-32.68407901666932,18.93961708347483,1
26.442828087237597,-14.392889868241934,1
-24.89888820994286,6.515324231708389,1
-26.94034682818491,1.2661389737650968,1
-25.390069841752506,7.923497305926174,1
20.571648674392062,28.62140341474956,1
10.27324416953126,-17.815956191678858,1
-23.787917418628034,-1.0403500307510118,1
8.942536878432243,-4.336680831760769,1
-25.87731751760292,-2.511661565092635,1
91.86806135986696,-15.369781587644884,1
-26.67241255727325,-4.846401615307814,1
-27.123217556552596,-3.6777818773459536,1
-3.248083725838311,-42.446930668757915,1
